"method","sizes","probs","cells","pred_sizes_perf","pred_probs_perf","pred_warns_perf","pred_sizes_corr","pred_probs_corr","pred_warns_corr","zero_prop_corr","error_sizes_perf","error_probs_perf","error_sizes_corr","error_probs_corr"
"negloglik",45.5,0.24,2450,44.538878433369,0.237019370965095,0,43.5544630042624,0.224399829866727,0,0.00775510204081633,0.961121566631029,0.00298062903490517,1.9455369957376,0.0156001701332731
"negloglik",16.2,0.8,1500,20.4677804866169,0.836176313764948,0,65.741643474406,0.939380012196369,0,0.578,4.26778048661691,0.0361763137649478,49.541643474406,0.139380012196369
"negloglik",36.1,0.05,2650,35.4226100904709,0.0491325737680522,0,36.3613365380776,0.0483334878684055,0,0,0.677389909529118,0.00086742623194784,0.261336538077586,0.00166651213159452
"negloglik",15.5,0.19,2900,15.6783659197492,0.192166386161596,0,13.9332388787699,0.165680952739058,0,0.04,0.178365919749249,0.00216638616159587,1.56676112123011,0.0243190472609421
"negloglik",8.6,0.22,4450,8.28648505860868,0.213189794327133,0,8.53617389217089,0.211909349061599,0,0.104494382022472,0.313514941391324,0.00681020567286733,0.063826107829108,0.00809065093840114
"negloglik",34,0.23,2550,35.1932466119316,0.237425922147923,0,37.18147824914,0.238557046348571,0,0.0180392156862745,1.19324661193161,0.00742592214792298,3.18147824914003,0.00855704634857071
"negloglik",1.9,0.08,2000,1.93251291803367,0.0827097917413605,0,2.00047649940574,0.0796917694468585,0,0.2225,0.0325129180336747,0.0027097917413605,0.10047649940574,0.00030823055314147
"negloglik",19.2,0.52,4000,18.7380555053373,0.512612103155915,0,15.1886585062542,0.44703404625423,0,0.183,0.461944494662671,0.00738789684408525,4.01134149374581,0.0729659537457698
"negloglik",29.6,0.87,3950,30.4851355321299,0.872856071706445,0,14.5834230559667,0.753695892112528,0,0.53746835443038,0.885135532129887,0.00285607170644542,15.0165769440333,0.116304107887472
"negloglik",21.6,0.11,2950,21.3750611110327,0.109342115059111,0,21.6416309463642,0.105889934081777,0,0.00813559322033898,0.224938888967269,0.00065788494088917,0.041630946364247,0.00411006591822304
"negloglik",43.2,0.81,4400,45.7536603067525,0.819509007008309,0,79.9850084881947,0.883607556311715,0,0.301136363636364,2.55366030675245,0.00950900700830892,36.7850084881947,0.0736075563117153
"negloglik",40,0.67,750,45.0967607999521,0.693645310751731,0,90.4372680185912,0.813066430248109,0,0.161333333333333,5.09676079995208,0.0236453107517309,50.4372680185912,0.143066430248109
"negloglik",47.7,0.24,450,54.986185750492,0.266355735063789,0,57.764857307719,0.266813164374557,0,0.00888888888888889,7.28618575049204,0.0263557350637889,10.064857307719,0.0268131643745571
"negloglik",27.8,0.32,1600,26.3138076944672,0.307272329247663,0,23.559199905801,0.278253563084535,0,0.05,1.48619230553284,0.0127276707523375,4.24080009419903,0.0417464369154646
"negloglik",26.2,0.92,4200,53.1733594741813,0.959206025126823,0,7.84475072778763,0.775691263975817,0,0.730714285714286,26.9733594741813,0.0392060251268233,18.3552492722124,0.144308736024183
"negloglik",41.8,0.93,1050,26.2370602277392,0.892793512883502,0,19.5979003423632,0.850522417696205,0,0.619047619047619,15.5629397722608,0.0372064871164982,22.2020996576368,0.0794775823037946
"negloglik",24.2,0.61,550,22.1758835185179,0.587434606306527,0,21.8589421995638,0.571363888598885,0,0.214545454545455,2.02411648148206,0.022565393693473,2.34105780043619,0.0386361114011148
"negloglik",22.8,0.41,3900,23.9598603465049,0.422351230434114,0,23.1655398904944,0.401939962936533,0,0.0923076923076923,1.15986034650495,0.0123512304341137,0.365539890494397,0.0080600370634672
"negloglik",30.8,0.47,4850,30.7015874772855,0.469279542097748,0,121.788474867448,0.770664467495145,0,0.0795876288659794,0.0984125227144723,0.000720457902252059,90.9884748674479,0.300664467495145
"negloglik",7.1,0.39,4100,7.4706923414197,0.40560325817426,0,8.60175280870217,0.425474147812472,0,0.290731707317073,0.370692341419698,0.0156032581742598,1.50175280870217,0.0354741478124723
